seq,action,target,phase,detail,sim_start_s,duration_s,predicted_duration_s,distance_m,predicted_distance_m,energy_wh,predicted_energy_wh,charged_wh,predicted_charged_wh,battery_start_percent,battery_end_percent,predicted_battery_end_percent,payload_kg,units,location,recovery
28,PICKUP,A,SUCCEEDED,"took 2 units (1.00 kg), 0 left",2444.54,54.61,55.67,10.058,10.01,0.1425,0.1433,0.0,0.0,34.211,33.564,33.56,1.0,2,A,
29,DELIVER,delivery,SUCCEEDED,delivered 2 units,2499.15,57.72,55.67,10.171,10.01,0.1584,0.1551,0.0,0.0,33.564,32.844,32.859,0.0,2,delivery,
30,PICKUP,B,SUCCEEDED,"took 2 units (0.80 kg), 0 left",2556.87,54.04,56.31,10.069,10.26,0.141,0.1458,0.0,0.0,32.844,32.203,32.181,0.8,2,B,
31,DELIVER,delivery,SUCCEEDED,delivered 2 units,2610.92,57.81,56.31,10.193,10.26,0.158,0.1555,0.0,0.0,32.203,31.485,31.496,0.0,2,delivery,
32,PICKUP,A,SUCCEEDED,"took 1 units (0.50 kg), 0 left",2668.74,54.25,55.67,10.02,10.01,0.1409,0.1435,0.0,0.0,31.485,30.844,30.833,0.5,1,A,
33,DELIVER,delivery,SUCCEEDED,delivered 1 units,2722.99,57.78,55.67,10.193,10.01,0.1545,0.1495,0.0,0.0,30.844,30.142,30.164,0.0,1,delivery,
34,PICKUP,A,SUCCEEDED,"took 1 units (0.50 kg), 0 left",2780.77,54.26,55.67,10.076,10.01,0.1429,0.1436,0.0,0.0,30.142,29.492,29.489,0.5,1,A,
35,DELIVER,delivery,SUCCEEDED,delivered 1 units,2835.04,57.86,55.67,10.293,10.01,0.1535,0.1496,0.0,0.0,29.492,28.794,28.812,0.0,1,delivery,
36,PICKUP,B,SUCCEEDED,"took 2 units (0.80 kg), 0 left",2892.9,54.16,56.31,10.082,10.26,0.1431,0.1461,0.0,0.0,28.794,28.144,28.13,0.8,2,B,
37,DELIVER,delivery,SUCCEEDED,delivered 2 units,2947.07,58.32,56.31,10.283,10.26,0.1588,0.1558,0.0,0.0,28.144,27.422,27.436,0.0,2,delivery,
38,PICKUP,A,SUCCEEDED,"took 2 units (1.00 kg), 0 left",3005.39,54.4,55.67,10.062,10.01,0.1414,0.1438,0.0,0.0,27.422,26.779,26.768,1.0,2,A,
39,DELIVER,delivery,SUCCEEDED,delivered 2 units,3059.79,57.0,55.67,10.227,10.01,0.1594,0.1557,0.0,0.0,26.779,26.055,26.071,0.0,2,delivery,
40,PICKUP,B,SUCCEEDED,"took 2 units (0.80 kg), 0 left",3116.8,53.9,56.31,10.106,10.26,0.1417,0.1462,0.0,0.0,26.055,25.411,25.39,0.8,2,B,
41,DELIVER,delivery,SUCCEEDED,delivered 2 units,3170.72,58.47,56.31,10.174,10.26,0.16,0.156,0.0,0.0,25.411,24.683,24.702,0.0,2,delivery,
42,PICKUP,C,SUCCEEDED,"took 1 units (1.50 kg), 0 left",3229.19,47.48,46.15,6.289,6.3,0.1106,0.1091,0.0,0.0,24.683,24.181,24.187,1.5,1,C,
43,DELIVER,delivery,SUCCEEDED,delivered 1 units,3276.68,48.18,46.15,6.382,6.3,0.124,0.1203,0.0,0.0,24.181,23.617,23.634,0.0,1,delivery,
44,PICKUP,B,SUCCEEDED,"took 2 units (0.80 kg), 0 left",3324.86,53.92,56.31,10.066,10.26,0.1415,0.1463,0.0,0.0,23.617,22.974,22.952,0.8,2,B,
45,DELIVER,delivery,SUCCEEDED,delivered 2 units,3378.78,57.03,56.31,10.213,10.26,0.157,0.1561,0.0,0.0,22.974,22.26,22.265,0.0,2,delivery,
46,PICKUP,A,SUCCEEDED,"took 2 units (1.00 kg), 0 left",3435.82,55.04,55.67,10.111,10.01,0.1435,0.144,0.0,0.0,22.26,21.608,21.605,1.0,2,A,
47,DELIVER,delivery,SUCCEEDED,delivered 2 units,3490.87,58.36,55.67,10.331,10.01,0.1636,0.1559,0.0,0.0,21.608,20.864,20.899,0.0,2,delivery,
48,PICKUP,B,SUCCEEDED,"took 1 units (0.40 kg), 0 left",3549.23,54.44,56.31,10.137,10.26,0.142,0.1464,0.0,0.0,20.864,20.219,20.199,0.4,1,B,
49,DELIVER,delivery,SUCCEEDED,delivered 1 units,3603.68,57.36,56.31,10.214,10.26,0.154,0.1513,0.0,0.0,20.219,19.519,19.531,0.0,1,delivery,
