detail,driven_m,energy_wh,from,goal_error_m,matrix_m,min_clearance_m,planned_m,planner,planning_ms,repeat,success,time_s,to,turning_rad
status 4 error 0,6.13,0.0769,delivery,0.173,5.1,0.35,7.154,SmacLattice,8.0,0,True,27.38,charger,5.787
status 4 error 0,9.303,0.0869,charger,0.195,9.04,0.335,9.645,NavfnAStar,4.0,1,True,22.74,A,16.453
status 4 error 0,10.573,0.1019,A,0.139,10.01,0.447,10.603,NavfnAStar,4.0,1,True,28.38,delivery,10.497
status 4 error 0,10.425,0.0997,delivery,0.2,10.26,0.427,11.215,NavfnAStar,24.4,1,True,26.37,B,23.315
status 4 error 0,10.054,0.0975,B,0.197,10.26,0.403,10.137,NavfnAStar,23.9,1,True,27.48,delivery,2.72
status 4 error 0,6.343,0.0632,delivery,0.055,6.3,0.45,6.368,NavfnAStar,11.35,1,True,17.96,C,5.144
status 4 error 0,6.419,0.0637,C,0.191,6.3,0.35,6.286,NavfnAStar,10.06,1,True,17.88,delivery,1.793
status 4 error 0,5.258,0.0542,delivery,0.068,5.1,0.65,5.228,NavfnAStar,10.37,1,True,15.62,charger,1.416
status 4 error 0,9.016,0.084,charger,0.102,9.04,0.283,8.985,Smac2D,4.0,1,True,22.09,A,5.81
status 4 error 0,10.534,0.1002,A,0.163,10.01,0.43,10.515,Smac2D,12.0,1,True,27.42,delivery,6.288
status 4 error 0,10.184,0.0953,delivery,0.275,10.26,0.335,10.457,Smac2D,8.0,1,True,25.08,B,4.818
status 4 error 0,10.285,0.0991,B,0.14,10.26,0.316,10.075,Smac2D,4.0,1,True,26.25,delivery,2.278
status 4 error 0,6.471,0.064,delivery,0.104,6.3,0.381,6.394,Smac2D,8.0,1,True,18.56,C,2.808
status 4 error 0,6.398,0.0637,C,0.106,6.3,0.35,6.278,Smac2D,4.0,1,True,17.7,delivery,1.993
status 4 error 0,5.338,0.0548,delivery,0.023,5.1,0.515,5.246,Smac2D,6.1,1,True,16.01,charger,2.528
status 4 error 0,8.736,0.0795,charger,0.229,9.04,0.335,9.014,ThetaStar,4.0,1,True,20.4,A,6.707
status 4 error 0,10.162,0.0987,A,0.225,10.01,0.316,10.01,ThetaStar,4.0,1,True,26.28,delivery,4.949
status 4 error 0,10.109,0.0918,delivery,0.21,10.26,0.45,10.494,ThetaStar,4.0,1,True,23.32,B,5.541
status 4 error 0,10.214,0.0973,B,0.135,10.26,0.335,10.107,ThetaStar,8.56,1,True,26.5,delivery,5.63
status 4 error 0,6.315,0.0634,delivery,0.077,6.3,0.45,6.315,ThetaStar,9.16,1,True,17.38,C,0.748
status 4 error 0,6.537,0.0645,C,0.209,6.3,0.3,6.35,ThetaStar,8.47,1,True,17.97,delivery,1.858
status 4 error 0,5.341,0.0533,delivery,0.048,5.1,0.55,5.149,ThetaStar,5.43,1,True,15.53,charger,1.001
status 4 error 0,8.927,0.0825,charger,0.23,9.04,0.283,9.221,SmacLattice,16.0,1,True,20.53,A,5.506
status 4 error 0,10.547,0.0992,A,0.193,10.01,0.472,10.693,SmacLattice,1028.0,1,True,26.69,delivery,8.478
status 4 error 0,10.135,0.0938,delivery,0.191,10.26,0.403,10.453,SmacLattice,8.0,1,True,23.52,B,3.595
status 4 error 0,10.455,0.0971,B,0.212,10.26,0.316,10.243,SmacLattice,580.0,1,True,25.65,delivery,4.312
status 4 error 0,6.371,0.0621,delivery,0.143,6.3,0.45,6.652,SmacLattice,20.0,1,True,16.39,C,3.491
status 4 error 0,6.454,0.0626,C,0.176,6.3,0.35,6.337,SmacLattice,196.0,1,True,17.6,delivery,3.106
status 4 error 0,6.768,0.096,delivery,0.185,5.1,0.403,7.208,SmacLattice,4.0,1,True,36.02,charger,7.0
status 4 error 0,8.748,0.0818,charger,0.205,9.04,0.3,9.495,NavfnDijkstra,16.27,1,True,20.48,A,12.388
status 4 error 0,10.301,0.103,A,0.147,10.01,0.447,10.364,NavfnDijkstra,41.02,1,True,28.88,delivery,11.486
status 4 error 0,10.135,0.0941,delivery,0.205,10.26,0.35,10.505,NavfnDijkstra,12.64,1,True,24.11,B,7.769
status 4 error 0,10.163,0.0974,B,0.206,10.26,0.453,10.096,NavfnDijkstra,4.0,1,True,26.38,delivery,1.298
status 4 error 0,6.205,0.063,delivery,0.127,6.3,0.45,6.37,NavfnDijkstra,12.62,1,True,17.32,C,4.872
status 4 error 0,6.406,0.0641,C,0.223,6.3,0.35,6.403,NavfnDijkstra,9.39,1,True,18.01,delivery,3.857
status 4 error 0,5.298,0.0548,delivery,0.11,5.1,0.608,5.283,NavfnDijkstra,9.96,1,True,16.04,charger,4.313
